time,ss_pv_power,ss_pv1_power,ss_pv2_power,ss_load_power,ss_grid_ct_power,ss_battery_power,ss_pv1_voltage,ss_pv2_voltage,ss_day_pv_energy,ss_day_load_energy,ss_day_grid_import,ss_day_grid_export,ss_day_battery_charge,ss_day_battery_discharge,ss_battery_soc,battery_temp
2025-11-12T13:26:00.310507+02:00,1250,603,647,870,25,-374,390.4,398,3.6,11.7,9.8,0,1.6,0.6,24,9.8
2025-11-12T13:27:00.307949+02:00,763,355,408,1427,5,787,390.4,398,3.6,11.7,9.8,0,1.6,0.6,24,9.8
2025-11-12T13:28:00.307849+02:00,575,285,290,876,-6,309,390.4,398,3.6,11.7,9.8,0,1.6,0.6,24,9.8
2025-11-12T13:29:00.307363+02:00,672,339,333,865,-11,262,390.4,398,3.6,11.7,9.8,0,1.6,0.6,24,9.8
2025-11-12T13:30:00.308055+02:00,1363,647,716,1481,18,171,390.4,398,3.6,11.7,9.8,0,1.6,0.6,24,9.8
2025-11-12T13:31:00.306209+02:00,1199,571,628,1342,-54,293,387.605,357.4,3.8,11.8,9.8,0,1.6,0.7,23.737,9.8
2025-11-12T13:32:00.306720+02:00,1181,558,623,1141,5,317,387.605,357.4,3.8,11.8,9.8,0,1.6,0.7,23.737,9.8
2025-11-12T13:33:00.307229+02:00,1741,840,901,895,-6,-775,387.605,357.4,3.8,11.8,9.8,0,1.6,0.7,23.737,9.8
2025-11-12T13:34:00.306973+02:00,2110,1027,1083,952,28,-1175,387.605,357.4,3.8,11.8,9.8,0,1.6,0.7,23.737,9.8
2025-11-12T13:35:00.307959+02:00,1290,620,670,904,18,-393,387.605,357.4,3.8,11.8,9.8,0,1.6,0.7,23.737,9.8
2025-11-12T13:36:00.306786+02:00,2394,1165,1229,826,20,-1524,394.365,397.31,3.8,11.8,9.8,0,1.6,0.7,23.6,9.8
2025-11-12T13:37:00.306760+02:00,2500,1216,1284,812,-17,-1595,394.365,397.31,3.8,11.8,9.8,0,1.6,0.7,23.6,9.8
2025-11-12T13:38:00.307660+02:00,2810,1392,1418,828,9,-1898,394.365,397.31,3.8,11.8,9.8,0,1.6,0.7,23.6,9.8
2025-11-12T13:39:00.306704+02:00,1779,890,889,1285,64,-503,394.365,397.31,3.8,11.8,9.8,0,1.6,0.7,23.6,9.8
2025-11-12T13:40:00.306073+02:00,1557,755,802,1069,-2,-448,394.365,397.31,3.8,11.8,9.8,0,1.6,0.7,23.6,9.8
2025-11-12T13:41:00.307822+02:00,1192,568,624,1071,4,-112,395.815,394.89,4.1,12,9.8,0,1.7,0.7,24,9.8
2025-11-12T13:42:00.307135+02:00,1377,657,720,829,41,-559,395.815,394.89,4.1,12,9.8,0,1.7,0.7,24,9.8
2025-11-12T13:43:00.306404+02:00,1456,699,757,825,43,-647,395.815,394.89,4.1,12,9.8,0,1.7,0.7,24,9.8
2025-11-12T13:44:00.306471+02:00,2487,1218,1269,2586,73,-1538,395.815,394.89,4.1,12,9.8,0,1.7,0.7,24,9.8
2025-11-12T13:45:00.306260+02:00,2366,1153,1213,904,13,-1417,395.815,394.89,4.1,12,9.8,0,1.7,0.7,24,9.8
2025-11-12T13:46:00.306990+02:00,2253,1100,1153,1019,13,-1171,394.915,398.135,4.1,12,9.8,0,1.7,0.7,24.05,9.89
2025-11-12T13:47:00.307940+02:00,2472,1204,1268,1076,31,-1363,394.915,398.135,4.1,12,9.8,0,1.7,0.7,24.05,9.89
2025-11-12T13:48:00.307764+02:00,6247,2993,3254,1313,-2836,-1983,394.915,398.135,4.1,12,9.8,0,1.7,0.7,24.05,9.89
2025-11-12T13:49:00.306552+02:00,5696,2761,2935,1312,-2253,-2007,394.915,398.135,4.1,12,9.8,0,1.7,0.7,24.05,9.89
2025-11-12T13:50:00.306676+02:00,3265,1598,1667,1071,-88,-1981,394.915,398.135,4.1,12,9.8,0,1.7,0.7,24.05,9.89
2025-11-12T13:51:00.306802+02:00,5631,2775,2856,1314,-2210,-2004,396.475,403.21,4.5,12.2,9.8,0.1,1.9,0.7,25,9.9
2025-11-12T13:52:00.307335+02:00,3286,1631,1655,1168,-20,-2009,396.475,403.21,4.5,12.2,9.8,0.1,1.9,0.7,25,9.9
2025-11-12T13:53:00.307442+02:00,4428,2018,2410,1348,-951,-1990,396.475,403.21,4.5,12.2,9.8,0.1,1.9,0.7,25,9.9
