time,ss_pv_power,ss_pv1_power,ss_pv2_power,ss_load_power,ss_grid_ct_power,ss_battery_power,ss_pv1_voltage,ss_pv2_voltage,ss_day_pv_energy,ss_day_load_energy,ss_day_grid_import,ss_day_grid_export,ss_day_battery_charge,ss_day_battery_discharge,ss_battery_soc,battery_temp
2025-11-18T00:01:00.126678+02:00,0,0,0,674,761,-1,2.515,1.04,10,23.7,16.8,0.8,3.5,3,20,12.4
2025-11-18T00:02:00.126875+02:00,0,0,0,710,781,-6,2.515,1.04,10,23.7,16.8,0.8,3.5,3,20,12.4
2025-11-18T00:03:00.127456+02:00,0,0,0,651,726,-5,2.515,1.04,10,23.7,16.8,0.8,3.5,3,20,12.4
2025-11-18T00:04:00.127018+02:00,0,0,0,646,733,-7,2.515,1.04,10,23.7,16.8,0.8,3.5,3,20,12.4
2025-11-18T00:05:00.127149+02:00,0,0,0,645,745,-2,2.515,1.04,10,23.7,16.8,0.8,3.5,3,20,12.4
2025-11-18T00:06:00.127354+02:00,0,0,0,582,666,-1,2.52,1.065,0,0,0,0,0,0,20,12.4
2025-11-18T00:07:00.126896+02:00,0,0,0,570,730,-42,2.52,1.065,0,0,0,0,0,0,20,12.4
2025-11-18T00:08:00.127747+02:00,0,0,0,596,712,-54,2.52,1.065,0,0,0,0,0,0,20,12.4
2025-11-18T00:09:00.127503+02:00,0,0,0,584,676,0,2.52,1.065,0,0,0,0,0,0,20,12.4
2025-11-18T00:10:00.127521+02:00,0,0,0,571,647,-2,2.52,1.065,0,0,0,0,0,0,20,12.4
2025-11-18T00:11:00.126997+02:00,0,0,0,646,728,-7,2.55,1.19,0,0.1,0.1,0,0,0,20,12.4
2025-11-18T00:12:00.126757+02:00,0,0,0,659,794,-36,2.55,1.19,0,0.1,0.1,0,0,0,20,12.4
2025-11-18T00:13:00.127634+02:00,0,0,0,659,745,-16,2.55,1.19,0,0.1,0.1,0,0,0,20,12.4
2025-11-18T00:14:00.126735+02:00,0,0,0,647,729,-6,2.55,1.19,0,0.1,0.1,0,0,0,20,12.4
2025-11-18T00:15:00.126647+02:00,0,0,0,657,739,-4,2.55,1.19,0,0.1,0.1,0,0,0,20,12.4
2025-11-18T00:16:00.126702+02:00,0,0,0,658,745,-17,2.5,1.025,0,0.1,0.1,0,0,0,20,12.4
2025-11-18T00:17:00.127504+02:00,0,0,0,658,738,4,2.5,1.025,0,0.1,0.1,0,0,0,20,12.4
