time,ss_pv_power,ss_pv1_power,ss_pv2_power,ss_load_power,ss_grid_ct_power,ss_battery_power,ss_pv1_voltage,ss_pv2_voltage,ss_day_pv_energy,ss_day_load_energy,ss_day_grid_import,ss_day_grid_export,ss_day_battery_charge,ss_day_battery_discharge,ss_battery_soc,battery_temp
2025-11-13T00:01:00.306909+02:00,0,0,0,914,979,-10,0,0.84,14.9,23.5,13.4,2.3,6.2,5.3,20,8.995
2025-11-13T00:02:00.309098+02:00,0,0,0,893,983,-21,0,0.84,14.9,23.5,13.4,2.3,6.2,5.3,20,8.995
2025-11-13T00:03:00.307492+02:00,0,0,0,882,974,-24,0,0.84,14.9,23.5,13.4,2.3,6.2,5.3,20,8.995
2025-11-13T00:04:00.308463+02:00,0,0,0,925,998,20,0,0.84,14.9,23.5,13.4,2.3,6.2,5.3,20,8.995
2025-11-13T00:05:00.307936+02:00,0,0,0,945,1021,12,0,0.84,14.9,23.5,13.4,2.3,6.2,5.3,20,8.995
2025-11-13T00:06:00.308678+02:00,0,0,0,933,1018,-11,0,0.84,0,0,0,0,0,0,20,8.9
2025-11-13T00:07:00.308251+02:00,0,0,0,894,1035,4,0,0.84,0,0,0,0,0,0,20,8.9
2025-11-13T00:08:00.308943+02:00,0,0,0,879,925,-10,0,0.84,0,0,0,0,0,0,20,8.9
2025-11-13T00:09:00.308266+02:00,0,0,0,855,939,-4,0,0.84,0,0,0,0,0,0,20,8.9
2025-11-13T00:10:00.309088+02:00,0,0,0,839,916,1,0,0.84,0,0,0,0,0,0,20,8.9
2025-11-13T00:11:00.307222+02:00,0,0,0,1073,1147,28,0,0.88,0,0.1,0.1,0,0,0,20,8.9
2025-11-13T00:12:00.307683+02:00,0,0,0,1000,1084,20,0,0.88,0,0.1,0.1,0,0,0,20,8.9
2025-11-13T00:13:00.308135+02:00,0,0,0,1042,1141,2,0,0.88,0,0.1,0.1,0,0,0,20,8.9
2025-11-13T00:14:00.307670+02:00,0,0,0,1030,1108,-15,0,0.88,0,0.1,0.1,0,0,0,20,8.9
2025-11-13T00:15:00.307143+02:00,0,0,0,929,969,29,0,0.88,0,0.1,0.1,0,0,0,20,8.9
2025-11-13T00:16:00.307853+02:00,0,0,0,832,947,-13,0,0.855,0,0.1,0.1,0,0,0,20,8.9
2025-11-13T00:17:00.307429+02:00,0,0,0,841,901,14,0,0.855,0,0.1,0.1,0,0,0,20,8.9
2025-11-13T00:18:00.307552+02:00,0,0,0,893,1035,-24,0,0.855,0,0.1,0.1,0,0,0,20,8.9
2025-11-13T00:19:00.307139+02:00,0,0,0,952,1041,15,0,0.855,0,0.1,0.1,0,0,0,20,8.9
2025-11-13T00:20:00.309083+02:00,0,0,0,1054,1155,-26,0,0.855,0,0.1,0.1,0,0,0,20,8.9
2025-11-13T00:21:00.307896+02:00,0,0,0,935,1034,-4,0,0.85,0,0.3,0.3,0,0,0,20,8.875
2025-11-13T00:22:00.307552+02:00,0,0,0,928,1014,-1,0,0.85,0,0.3,0.3,0,0,0,20,8.875
2025-11-13T00:23:00.306101+02:00,0,0,0,943,1026,-4,0,0.85,0,0.3,0.3,0,0,0,20,8.875
2025-11-13T00:24:00.307922+02:00,0,0,0,949,1024,-18,0,0.85,0,0.3,0.3,0,0,0,20,8.875
2025-11-13T00:25:00.307731+02:00,0,0,0,916,1054,-40,0,0.85,0,0.3,0.3,0,0,0,20,8.875
2025-11-13T00:26:00.307035+02:00,0,0,0,1107,1187,-3,0,0.835,0,0.3,0.3,0,0,0,20,8.8
2025-11-13T00:27:00.307667+02:00,0,0,0,1091,1165,7,0,0.835,0,0.3,0.3,0,0,0,20,8.8
2025-11-13T00:28:00.307598+02:00,0,0,0,1146,1223,16,0,0.835,0,0.3,0.3,0,0,0,20,8.8
2025-11-13T00:29:00.307665+02:00,0,0,0,1091,1218,-13,0,0.835,0,0.3,0.3,0,0,0,20,8.8
2025-11-13T00:30:00.308711+02:00,0,0,0,952,1034,-4,0,0.835,0,0.3,0.3,0,0,0,20,8.8
2025-11-13T00:31:00.307608+02:00,0,0,0,890,947,-8,0,0.86,0,0.4,0.5,0,0,0,20,8.8
2025-11-13T00:32:00.308315+02:00,0,0,0,872,984,-51,0,0.86,0,0.4,0.5,0,0,0,20,8.8
2025-11-13T00:33:00.307125+02:00,0,0,0,953,1033,15,0,0.86,0,0.4,0.5,0,0,0,20,8.8
2025-11-13T00:34:00.307437+02:00,0,0,0,990,1073,15,0,0.86,0,0.4,0.5,0,0,0,20,8.8
2025-11-13T00:35:00.308341+02:00,0,0,0,960,1033,0,0,0.86,0,0.4,0.5,0,0,0,20,8.8
2025-11-13T00:36:00.308560+02:00,0,0,0,967,1040,21,0,0.865,0,0.4,0.5,0,0,0,20,8.8
2025-11-13T00:37:00.312582+02:00,0,0,0,834,912,-6,0,0.865,0,0.4,0.5,0,0,0,20,8.8
2025-11-13T00:38:00.307211+02:00,0,0,0,847,908,-6,0,0.865,0,0.4,0.5,0,0,0,20,8.8
2025-11-13T00:39:00.307923+02:00,0,0,0,806,898,-8,0,0.865,0,0.4,0.5,0,0,0,20,8.8
2025-11-13T00:40:00.309452+02:00,0,0,0,920,998,16,0,0.865,0,0.4,0.5,0,0,0,20,8.8
2025-11-13T00:41:00.308193+02:00,0,0,0,1008,1085,6,0,0.85,0,0.6,0.6,0,0,0,20,8.75
2025-11-13T00:42:00.308280+02:00,0,0,0,1021,1097,21,0,0.85,0,0.6,0.6,0,0,0,20,8.75
2025-11-13T00:43:00.307869+02:00,0,0,0,996,1076,8,0,0.85,0,0.6,0.6,0,0,0,20,8.75
2025-11-13T00:44:00.306870+02:00,0,0,0,867,922,24,0,0.85,0,0.6,0.6,0,0,0,20,8.75
2025-11-13T00:45:00.307050+02:00,0,0,0,865,923,14,0,0.85,0,0.6,0.6,0,0,0,20,8.75
2025-11-13T00:46:00.308929+02:00,0,0,0,818,905,-7,0,0.855,0,0.6,0.6,0,0,0,20,8.7
2025-11-13T00:47:00.308043+02:00,0,0,0,816,915,-10,0,0.855,0,0.6,0.6,0,0,0,20,8.7
2025-11-13T00:48:00.307185+02:00,0,0,0,947,1020,17,0,0.855,0,0.6,0.6,0,0,0,20,8.7
2025-11-13T00:49:00.306901+02:00,0,0,0,914,1006,12,0,0.855,0,0.6,0.6,0,0,0,20,8.7
2025-11-13T00:50:00.306868+02:00,0,0,0,912,992,13,0,0.855,0,0.6,0.6,0,0,0,20,8.7
2025-11-13T00:51:00.307067+02:00,0,0,0,988,1051,2,0,0.835,0,0.7,0.8,0,0,0,20,8.7
2025-11-13T00:52:00.308198+02:00,0,0,0,1004,1088,7,0,0.835,0,0.7,0.8,0,0,0,20,8.7
2025-11-13T00:53:00.306695+02:00,0,0,0,993,1071,22,0,0.835,0,0.7,0.8,0,0,0,20,8.7
2025-11-13T00:54:00.308746+02:00,0,0,0,1038,1117,10,0,0.835,0,0.7,0.8,0,0,0,20,8.7
2025-11-13T00:55:00.307980+02:00,0,0,0,1007,1116,6,0,0.835,0,0.7,0.8,0,0,0,20,8.7
2025-11-13T00:56:00.307102+02:00,0,0,0,1099,1192,10,0,0.85,0,0.7,0.8,0,0,0,20,8.7
2025-11-13T00:57:00.306980+02:00,0,0,0,1115,1196,14,0,0.85,0,0.7,0.8,0,0,0,20,8.7
2025-11-13T00:58:00.308424+02:00,0,0,0,1060,1140,6,0,0.85,0,0.7,0.8,0,0,0,20,8.7
2025-11-13T00:59:00.306647+02:00,0,0,0,1054,1144,3,0,0.85,0,0.7,0.8,0,0,0,20,8.7
2025-11-13T01:00:00.307174+02:00,0,0,0,1022,1102,2,0,0.85,0,0.7,0.8,0,0,0,20,8.7
2025-11-13T01:01:00.308260+02:00,0,0,0,918,950,-6,0,0.84,0,0.9,1,0,0,0,20,8.645
2025-11-13T01:02:00.307858+02:00,0,0,0,891,978,10,0,0.84,0,0.9,1,0,0,0,20,8.645
2025-11-13T01:03:00.308396+02:00,0,0,0,896,1003,4,0,0.84,0,0.9,1,0,0,0,20,8.645
