time,ss_pv_power,ss_pv1_power,ss_pv2_power,ss_load_power,ss_grid_ct_power,ss_battery_power,ss_pv1_voltage,ss_pv2_voltage,ss_day_pv_energy,ss_day_load_energy,ss_day_grid_import,ss_day_grid_export,ss_day_battery_charge,ss_day_battery_discharge,ss_battery_soc,battery_temp
2025-12-09T00:01:00.487872+02:00,0,0,0,862,947,-5,5.75,6.835,5.3,21.9,18.7,0,1.6,1.2,20,9
2025-12-09T00:02:00.487242+02:00,0,0,0,828,915,-4,5.75,6.835,5.3,21.9,18.7,0,1.6,1.2,20,9
2025-12-09T00:03:00.487921+02:00,0,0,0,837,905,-3,5.75,6.835,5.3,21.9,18.7,0,1.6,1.2,20,9
2025-12-09T00:04:00.487219+02:00,0,0,0,894,966,-2,5.75,6.835,5.3,21.9,18.7,0,1.6,1.2,20,9
2025-12-09T00:05:00.487458+02:00,0,0,0,896,958,15,5.75,6.835,5.3,21.9,18.7,0,1.6,1.2,20,9
2025-12-09T00:06:00.488849+02:00,0,0,0,860,931,9,6.105,7.2,0,0,0,0,0,0,20,9
2025-12-09T00:07:00.487239+02:00,0,0,0,909,959,4,6.105,7.2,0,0,0,0,0,0,20,9
2025-12-09T00:08:00.487314+02:00,0,0,0,848,929,-2,6.105,7.2,0,0,0,0,0,0,20,9
2025-12-09T00:09:00.488380+02:00,0,0,0,888,970,6,6.105,7.2,0,0,0,0,0,0,20,9
2025-12-09T00:10:00.486995+02:00,0,0,0,824,884,14,6.105,7.2,0,0,0,0,0,0,20,9
2025-12-09T00:11:00.487630+02:00,0,0,0,823,919,-13,6.455,7.585,0,0.1,0.1,0,0,0,20,8.97
2025-12-09T00:12:00.488821+02:00,0,0,0,818,885,0,6.455,7.585,0,0.1,0.1,0,0,0,20,8.97
2025-12-09T00:13:00.487162+02:00,0,0,0,805,891,-3,6.455,7.585,0,0.1,0.1,0,0,0,20,8.97
2025-12-09T00:14:00.487335+02:00,0,0,0,809,885,0,6.455,7.585,0,0.1,0.1,0,0,0,20,8.97
2025-12-09T00:15:00.488690+02:00,0,0,0,798,882,-4,6.455,7.585,0,0.1,0.1,0,0,0,20,8.97
2025-12-09T00:16:00.487270+02:00,0,0,0,841,915,-2,6.826,7.958,0,0.1,0.1,0,0,0,20,8.9
2025-12-09T00:17:00.487563+02:00,0,0,0,827,913,0,6.826,7.958,0,0.1,0.1,0,0,0,20,8.9
2025-12-09T00:18:00.488783+02:00,0,0,0,869,952,6,6.826,7.958,0,0.1,0.1,0,0,0,20,8.9
2025-12-09T00:19:00.487495+02:00,0,0,0,932,1019,14,6.826,7.958,0,0.1,0.1,0,0,0,20,8.9
2025-12-09T00:20:00.486844+02:00,0,0,0,944,1029,-1,6.826,7.958,0,0.1,0.1,0,0,0,20,8.9
2025-12-09T00:21:00.487278+02:00,0,0,0,934,1011,11,7.185,8.33,0,0.2,0.3,0,0,0,20,8.9
2025-12-09T00:22:00.488262+02:00,0,0,0,926,1001,-6,7.185,8.33,0,0.2,0.3,0,0,0,20,8.9
2025-12-09T00:23:00.487905+02:00,0,0,0,1048,1131,-1,7.185,8.33,0,0.2,0.3,0,0,0,20,8.9
2025-12-09T00:24:00.488604+02:00,0,0,0,965,1049,-3,7.185,8.33,0,0.2,0.3,0,0,0,20,8.9
2025-12-09T00:25:00.487419+02:00,0,0,0,995,1076,-2,7.185,8.33,0,0.2,0.3,0,0,0,20,8.9
2025-12-09T00:26:00.487149+02:00,0,0,0,991,1073,1,7.515,8.71,0,0.2,0.3,0,0,0,20,8.9
