time,ss_pv_power,ss_pv1_power,ss_pv2_power,ss_load_power,ss_grid_ct_power,ss_battery_power,ss_pv1_voltage,ss_pv2_voltage,ss_day_pv_energy,ss_day_load_energy,ss_day_grid_import,ss_day_grid_export,ss_day_battery_charge,ss_day_battery_discharge,ss_battery_soc,battery_temp
2025-11-16T09:48:00.393180+02:00,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2025-11-16T09:49:00.377458+02:00,185,69,116,570,655,-231,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2025-11-16T09:50:00.377065+02:00,184,66,118,983,265,580,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2025-11-16T09:51:00.377861+02:00,185,67,118,635,32,424,369.41,328.315,0.3,7.2,7.7,0,0.4,0.2,20.4,7
2025-11-16T09:52:00.378129+02:00,218,77,141,634,13,376,369.41,328.315,0.3,7.2,7.7,0,0.4,0.2,20.4,7
2025-11-16T09:53:00.378055+02:00,227,80,147,593,678,-275,369.41,328.315,0.3,7.2,7.7,0,0.4,0.2,20.4,7
2025-11-16T09:54:00.377565+02:00,247,90,157,966,303,24,369.41,328.315,0.3,7.2,7.7,0,0.4,0.2,20.4,7
2025-11-16T09:55:00.377789+02:00,264,103,161,310,253,189,369.41,328.315,0.3,7.2,7.7,0,0.4,0.2,20.4,7
2025-11-16T09:56:00.377407+02:00,269,101,168,603,680,-303,358.35,374.37,0.3,7.2,7.7,0,0.4,0.2,20.45,7
2025-11-16T09:57:00.377621+02:00,290,112,178,600,673,-316,358.35,374.37,0.3,7.2,7.7,0,0.4,0.2,20.45,7
2025-11-16T09:58:00.378648+02:00,318,131,187,754,878,-413,358.35,374.37,0.3,7.2,7.7,0,0.4,0.2,20.45,7
2025-11-16T09:59:00.377884+02:00,336,138,198,796,840,-338,358.35,374.37,0.3,7.2,7.7,0,0.4,0.2,20.45,7
2025-11-16T10:00:00.376963+02:00,346,141,205,789,874,-231,358.35,374.37,0.3,7.2,7.7,0,0.4,0.2,20.45,7
2025-11-16T10:01:00.377868+02:00,385,161,224,744,831,-467,367.533,389.676,0.4,7.3,7.8,0,0.4,0.2,20.524,7
2025-11-16T10:02:00.377243+02:00,359,163,196,833,4,470,367.533,389.676,0.4,7.3,7.8,0,0.4,0.2,20.524,7
2025-11-16T10:03:00.378588+02:00,367,160,207,793,45,385,367.533,389.676,0.4,7.3,7.8,0,0.4,0.2,20.524,7
2025-11-16T10:04:00.377567+02:00,387,169,218,740,767,-360,367.533,389.676,0.4,7.3,7.8,0,0.4,0.2,20.524,7
2025-11-16T10:05:00.378118+02:00,423,179,244,804,31,358,367.533,389.676,0.4,7.3,7.8,0,0.4,0.2,20.524,7
2025-11-16T10:06:00.378053+02:00,423,178,245,1040,830,-459,389.421,353.595,0.4,7.3,7.8,0,0.4,0.2,20.474,7
2025-11-16T10:07:00.378476+02:00,429,182,247,779,24,348,389.421,353.595,0.4,7.3,7.8,0,0.4,0.2,20.474,7
