time,ss_pv_power,ss_pv1_power,ss_pv2_power,ss_load_power,ss_grid_ct_power,ss_battery_power,ss_pv1_voltage,ss_pv2_voltage,ss_day_pv_energy,ss_day_load_energy,ss_day_grid_import,ss_day_grid_export,ss_day_battery_charge,ss_day_battery_discharge,ss_battery_soc,battery_temp
2025-11-28T00:01:00.132965+02:00,0,0,0,794,862,21,2.495,1.005,2.2,22.5,22.4,0,1.3,0.9,20,8.2
2025-11-28T00:02:00.132395+02:00,0,0,0,730,805,3,2.495,1.005,2.2,22.5,22.4,0,1.3,0.9,20,8.2
2025-11-28T00:03:00.134216+02:00,0,0,0,740,824,1,2.495,1.005,2.2,22.5,22.4,0,1.3,0.9,20,8.2
2025-11-28T00:04:00.133033+02:00,0,0,0,718,808,0,2.495,1.005,2.2,22.5,22.4,0,1.3,0.9,20,8.2
2025-11-28T00:05:00.132483+02:00,0,0,0,808,885,17,2.495,1.005,2.2,22.5,22.4,0,1.3,0.9,20,8.2
2025-11-28T00:06:00.133579+02:00,0,0,0,888,954,13,2.5,1.02,0,0,0,0,0,0,20,8.2
2025-11-28T00:07:00.132887+02:00,0,0,0,894,971,8,2.5,1.02,0,0,0,0,0,0,20,8.2
2025-11-28T00:08:00.133887+02:00,0,0,0,898,975,15,2.5,1.02,0,0,0,0,0,0,20,8.2
2025-11-28T00:09:00.133820+02:00,0,0,0,859,928,11,2.5,1.02,0,0,0,0,0,0,20,8.2
2025-11-28T00:10:00.132488+02:00,0,0,0,871,960,3,2.5,1.02,0,0,0,0,0,0,20,8.2
2025-11-28T00:11:00.132170+02:00,0,0,0,839,921,13,2.5,0.995,0,0.1,0.1,0,0,0,20,8.2
2025-11-28T00:12:00.133398+02:00,0,0,0,831,898,19,2.5,0.995,0,0.1,0.1,0,0,0,20,8.2
2025-11-28T00:13:00.133278+02:00,0,0,0,795,881,-8,2.5,0.995,0,0.1,0.1,0,0,0,20,8.2
2025-11-28T00:14:00.134127+02:00,0,0,0,819,880,1,2.5,0.995,0,0.1,0.1,0,0,0,20,8.2
2025-11-28T00:15:00.133569+02:00,0,0,0,795,859,-9,2.5,0.995,0,0.1,0.1,0,0,0,20,8.2
2025-11-28T00:16:00.135482+02:00,0,0,0,880,961,-6,2.49,0.92,0,0.1,0.1,0,0,0,20,8.2
2025-11-28T00:17:00.133617+02:00,0,0,0,964,1028,0,2.49,0.92,0,0.1,0.1,0,0,0,20,8.2
2025-11-28T00:18:00.133446+02:00,0,0,0,992,1075,3,2.49,0.92,0,0.1,0.1,0,0,0,20,8.2
2025-11-28T00:19:00.132672+02:00,0,0,0,1001,1049,7,2.49,0.92,0,0.1,0.1,0,0,0,20,8.2
2025-11-28T00:20:00.134646+02:00,0,0,0,1002,1086,1,2.49,0.92,0,0.1,0.1,0,0,0,20,8.2
2025-11-28T00:21:00.133305+02:00,0,0,0,1000,1083,4,2.47,0.91,0,0.2,0.3,0,0,0,20,8.2
2025-11-28T00:22:00.133675+02:00,0,0,0,1001,1084,4,2.47,0.91,0,0.2,0.3,0,0,0,20,8.2
2025-11-28T00:23:00.132379+02:00,0,0,0,989,1081,-14,2.47,0.91,0,0.2,0.3,0,0,0,20,8.2
2025-11-28T00:24:00.134840+02:00,0,0,0,910,988,-28,2.47,0.91,0,0.2,0.3,0,0,0,20,8.2
2025-11-28T00:25:00.133891+02:00,0,0,0,804,890,-2,2.47,0.91,0,0.2,0.3,0,0,0,20,8.2
2025-11-28T00:26:00.135919+02:00,0,0,0,816,926,-4,2.47,0.905,0,0.2,0.3,0,0,0,20,8.2
2025-11-28T00:27:00.133257+02:00,0,0,0,817,867,8,2.47,0.905,0,0.2,0.3,0,0,0,20,8.2
2025-11-28T00:28:00.133912+02:00,0,0,0,781,852,7,2.47,0.905,0,0.2,0.3,0,0,0,20,8.2
2025-11-28T00:29:00.133822+02:00,0,0,0,960,1046,11,2.47,0.905,0,0.2,0.3,0,0,0,20,8.2
2025-11-28T00:30:00.133269+02:00,0,0,0,966,1046,10,2.47,0.905,0,0.2,0.3,0,0,0,20,8.2
2025-11-28T00:31:00.133600+02:00,0,0,0,923,1014,10,2.49,0.91,0,0.4,0.4,0,0,0,20,8.2
2025-11-28T00:32:00.133585+02:00,0,0,0,917,1010,3,2.49,0.91,0,0.4,0.4,0,0,0,20,8.2
2025-11-28T00:33:00.133070+02:00,0,0,0,926,992,21,2.49,0.91,0,0.4,0.4,0,0,0,20,8.2
2025-11-28T00:34:00.132840+02:00,0,0,0,952,1027,17,2.49,0.91,0,0.4,0.4,0,0,0,20,8.2
2025-11-28T00:35:00.133724+02:00,0,0,0,917,1016,4,2.49,0.91,0,0.4,0.4,0,0,0,20,8.2
2025-11-28T00:36:00.132352+02:00,0,0,0,797,878,-4,2.495,0.905,0,0.4,0.4,0,0,0,20,8.2
2025-11-28T00:37:00.132783+02:00,0,0,0,778,860,-6,2.495,0.905,0,0.4,0.4,0,0,0,20,8.2
2025-11-28T00:38:00.133938+02:00,0,0,0,774,855,-5,2.495,0.905,0,0.4,0.4,0,0,0,20,8.2
