time,ss_pv_power,ss_pv1_power,ss_pv2_power,ss_load_power,ss_grid_ct_power,ss_battery_power,ss_pv1_voltage,ss_pv2_voltage,ss_day_pv_energy,ss_day_load_energy,ss_day_grid_import,ss_day_grid_export,ss_day_battery_charge,ss_day_battery_discharge,ss_battery_soc,battery_temp
2025-12-02T14:43:00.425073+02:00,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2025-12-02T14:44:00.416670+02:00,563,244,319,934,45,345,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2025-12-02T14:45:00.417848+02:00,541,236,305,812,888,-590,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2025-12-02T14:46:00.417317+02:00,474,198,276,828,828,-411,387.575,380.965,3.9,13.2,10.6,0,1.6,1.1,20.7,7.3
2025-12-02T14:47:00.417404+02:00,359,150,209,960,895,-239,387.575,380.965,3.9,13.2,10.6,0,1.6,1.1,20.7,7.3
2025-12-02T14:48:00.415820+02:00,378,156,222,897,1016,-474,387.575,380.965,3.9,13.2,10.6,0,1.6,1.1,20.7,7.3
2025-12-02T14:49:00.417078+02:00,419,171,248,1170,767,315,387.575,380.965,3.9,13.2,10.6,0,1.6,1.1,20.7,7.3
2025-12-02T14:50:00.416229+02:00,390,159,231,881,965,-449,387.575,380.965,3.9,13.2,10.6,0,1.6,1.1,20.7,7.3
2025-12-02T14:51:00.417644+02:00,338,151,187,810,974,647,388.64,367.015,4,13.4,10.6,0,1.7,1.2,20.65,7.315
2025-12-02T14:52:00.418782+02:00,327,145,182,775,662,-76,388.64,367.015,4,13.4,10.6,0,1.7,1.2,20.65,7.315
2025-12-02T14:53:00.417249+02:00,325,144,181,800,883,-347,388.64,367.015,4,13.4,10.6,0,1.7,1.2,20.65,7.315
2025-12-02T14:54:00.417531+02:00,318,142,176,785,893,-371,388.64,367.015,4,13.4,10.6,0,1.7,1.2,20.65,7.315
2025-12-02T14:55:00.416142+02:00,303,135,168,818,888,-360,388.64,367.015,4,13.4,10.6,0,1.7,1.2,20.65,7.315
2025-12-02T14:56:00.415800+02:00,278,129,149,3318,3153,-55,375.745,304.365,4,13.4,10.6,0,1.7,1.2,20.45,7.4
2025-12-02T14:57:00.415981+02:00,277,116,161,3289,3357,-324,375.745,304.365,4,13.4,10.6,0,1.7,1.2,20.45,7.4
2025-12-02T14:58:00.420136+02:00,230,86,144,733,963,-397,375.745,304.365,4,13.4,10.6,0,1.7,1.2,20.45,7.4
2025-12-02T14:59:00.416321+02:00,211,68,143,771,106,504,375.745,304.365,4,13.4,10.6,0,1.7,1.2,20.45,7.4
2025-12-02T15:00:00.415923+02:00,187,60,127,756,72,499,375.745,304.365,4,13.4,10.6,0,1.7,1.2,20.45,7.4
2025-12-02T15:01:00.417255+02:00,164,59,105,774,164,452,342.337,325.384,4.1,13.6,10.8,0,1.7,1.2,20.158,7.4
2025-12-02T15:02:00.415509+02:00,159,57,102,900,18,721,342.337,325.384,4.1,13.6,10.8,0,1.7,1.2,20.158,7.4
2025-12-02T15:03:00.416416+02:00,157,53,104,858,953,-264,342.337,325.384,4.1,13.6,10.8,0,1.7,1.2,20.158,7.4
2025-12-02T15:04:00.415893+02:00,144,51,93,862,862,-167,342.337,325.384,4.1,13.6,10.8,0,1.7,1.2,20.158,7.4
2025-12-02T15:05:00.417448+02:00,136,43,93,813,844,-186,342.337,325.384,4.1,13.6,10.8,0,1.7,1.2,20.158,7.4
2025-12-02T15:06:00.415829+02:00,151,49,102,809,941,-206,336.085,297.66,4.1,13.6,10.8,0,1.7,1.2,20.15,7.4
2025-12-02T15:07:00.416078+02:00,188,63,125,792,940,-291,336.085,297.66,4.1,13.6,10.8,0,1.7,1.2,20.15,7.4
2025-12-02T15:08:00.417192+02:00,227,81,146,810,842,-235,336.085,297.66,4.1,13.6,10.8,0,1.7,1.2,20.15,7.4
2025-12-02T15:09:00.416296+02:00,254,94,160,815,903,-314,336.085,297.66,4.1,13.6,10.8,0,1.7,1.2,20.15,7.4
2025-12-02T15:10:00.416220+02:00,264,100,164,802,886,-317,336.085,297.66,4.1,13.6,10.8,0,1.7,1.2,20.15,7.4
2025-12-02T15:11:00.417142+02:00,251,87,164,754,785,-227,339.675,371.515,4.1,13.7,10.9,0,1.7,1.2,20.45,7.4
2025-12-02T15:12:00.417317+02:00,249,84,165,898,292,490,339.675,371.515,4.1,13.7,10.9,0,1.7,1.2,20.45,7.4
2025-12-02T15:13:00.417210+02:00,235,79,156,789,872,-283,339.675,371.515,4.1,13.7,10.9,0,1.7,1.2,20.45,7.4
2025-12-02T15:14:00.416230+02:00,246,84,162,781,883,-279,339.675,371.515,4.1,13.7,10.9,0,1.7,1.2,20.45,7.4
2025-12-02T15:15:00.415859+02:00,269,96,173,763,850,-316,339.675,371.515,4.1,13.7,10.9,0,1.7,1.2,20.45,7.4
2025-12-02T15:16:00.416678+02:00,292,111,181,796,874,-416,313.68,385.71,4.1,13.7,10.9,0,1.7,1.2,20.3,7.4
2025-12-02T15:17:00.417089+02:00,311,121,190,918,53,542,313.68,385.71,4.1,13.7,10.9,0,1.7,1.2,20.3,7.4
2025-12-02T15:18:00.417196+02:00,312,120,192,834,1008,-457,313.68,385.71,4.1,13.7,10.9,0,1.7,1.2,20.3,7.4
2025-12-02T15:19:00.416920+02:00,296,116,180,843,926,-355,313.68,385.71,4.1,13.7,10.9,0,1.7,1.2,20.3,7.4
2025-12-02T15:20:00.417467+02:00,270,100,170,937,16,600,313.68,385.71,4.1,13.7,10.9,0,1.7,1.2,20.3,7.4
