time,ss_pv_power,ss_pv1_power,ss_pv2_power,ss_load_power,ss_grid_ct_power,ss_battery_power,ss_pv1_voltage,ss_pv2_voltage,ss_day_pv_energy,ss_day_load_energy,ss_day_grid_import,ss_day_grid_export,ss_day_battery_charge,ss_day_battery_discharge,ss_battery_soc,battery_temp
2025-12-06T00:01:00.251024+02:00,0,0,0,829,65,831,34.52,38.755,20.3,23.3,8.2,0.1,12.9,9.8,30,13.875
2025-12-06T00:02:00.252150+02:00,0,0,0,804,25,861,34.52,38.755,20.3,23.3,8.2,0.1,12.9,9.8,30,13.875
2025-12-06T00:03:00.250512+02:00,0,0,0,804,13,856,34.52,38.755,20.3,23.3,8.2,0.1,12.9,9.8,30,13.875
2025-12-06T00:04:00.251893+02:00,0,0,0,805,43,845,34.52,38.755,20.3,23.3,8.2,0.1,12.9,9.8,30,13.875
2025-12-06T00:05:00.253029+02:00,0,0,0,811,36,847,34.52,38.755,20.3,23.3,8.2,0.1,12.9,9.8,30,13.875
2025-12-06T00:06:00.251815+02:00,0,0,0,783,6,856,32.485,36.45,0,0,0,0,0,0,30,13.8
2025-12-06T00:07:00.251921+02:00,0,0,0,697,7,773,32.485,36.45,0,0,0,0,0,0,30,13.8
2025-12-06T00:08:00.253813+02:00,0,0,0,677,23,735,32.485,36.45,0,0,0,0,0,0,30,13.8
2025-12-06T00:09:00.254345+02:00,0,0,0,686,25,739,32.485,36.45,0,0,0,0,0,0,30,13.8
2025-12-06T00:10:00.251706+02:00,0,0,0,669,32,715,32.485,36.45,0,0,0,0,0,0,30,13.8
2025-12-06T00:11:00.251570+02:00,0,0,0,664,16,723,32.21,36.105,0,0.1,0,0,0,0.1,29.3,13.745
2025-12-06T00:12:00.252673+02:00,0,0,0,658,26,712,32.21,36.105,0,0.1,0,0,0,0.1,29.3,13.745
2025-12-06T00:13:00.252606+02:00,0,0,0,747,14,802,32.21,36.105,0,0.1,0,0,0,0.1,29.3,13.745
2025-12-06T00:14:00.251762+02:00,0,0,0,745,32,807,32.21,36.105,0,0.1,0,0,0,0.1,29.3,13.745
2025-12-06T00:15:00.252040+02:00,0,0,0,707,27,755,32.21,36.105,0,0.1,0,0,0,0.1,29.3,13.745
2025-12-06T00:16:00.251647+02:00,0,0,0,709,25,752,34.185,38.325,0,0.1,0,0,0,0.1,29,13.7
2025-12-06T00:17:00.251760+02:00,0,0,0,702,27,751,34.185,38.325,0,0.1,0,0,0,0.1,29,13.7
2025-12-06T00:18:00.252921+02:00,0,0,0,620,25,672,34.185,38.325,0,0.1,0,0,0,0.1,29,13.7
2025-12-06T00:19:00.251027+02:00,0,0,0,645,27,706,34.185,38.325,0,0.1,0,0,0,0.1,29,13.7
2025-12-06T00:20:00.253076+02:00,0,0,0,753,11,823,34.185,38.325,0,0.1,0,0,0,0.1,29,13.7
2025-12-06T00:21:00.251803+02:00,0,0,0,755,7,839,34,38.13,0,0.2,0,0,0,0.2,29,13.635
2025-12-06T00:22:00.251558+02:00,0,0,0,773,24,829,34,38.13,0,0.2,0,0,0,0.2,29,13.635
2025-12-06T00:23:00.252132+02:00,0,0,0,706,22,761,34,38.13,0,0.2,0,0,0,0.2,29,13.635
2025-12-06T00:24:00.251956+02:00,0,0,0,707,24,766,34,38.13,0,0.2,0,0,0,0.2,29,13.635
2025-12-06T00:25:00.251471+02:00,0,0,0,686,9,755,34,38.13,0,0.2,0,0,0,0.2,29,13.635
2025-12-06T00:26:00.251940+02:00,0,0,0,779,16,847,36.06,40.485,0,0.2,0,0,0,0.2,28.3,13.6
2025-12-06T00:27:00.252507+02:00,0,0,0,788,13,856,36.06,40.485,0,0.2,0,0,0,0.2,28.3,13.6
2025-12-06T00:28:00.251857+02:00,0,0,0,775,11,848,36.06,40.485,0,0.2,0,0,0,0.2,28.3,13.6
2025-12-06T00:29:00.250374+02:00,0,0,0,693,-44,845,36.06,40.485,0,0.2,0,0,0,0.2,28.3,13.6
2025-12-06T00:30:00.252806+02:00,0,0,0,720,21,782,36.06,40.485,0,0.2,0,0,0,0.2,28.3,13.6
2025-12-06T00:31:00.251431+02:00,0,0,0,622,21,681,36.99,41.52,0,0.3,0,0,0,0.3,28,13.515
2025-12-06T00:32:00.251407+02:00,0,0,0,629,27,681,36.99,41.52,0,0.3,0,0,0,0.3,28,13.515
2025-12-06T00:33:00.252058+02:00,0,0,0,719,27,764,36.99,41.52,0,0.3,0,0,0,0.3,28,13.515
2025-12-06T00:34:00.257632+02:00,0,0,0,711,44,746,36.99,41.52,0,0.3,0,0,0,0.3,28,13.515
2025-12-06T00:35:00.253171+02:00,0,0,0,706,31,742,36.99,41.52,0,0.3,0,0,0,0.3,28,13.515
2025-12-06T00:36:00.251670+02:00,0,0,0,697,26,775,36.785,41.245,0,0.3,0,0,0,0.3,28,13.49
2025-12-06T00:37:00.253334+02:00,0,0,0,780,23,841,36.785,41.245,0,0.3,0,0,0,0.3,28,13.49
2025-12-06T00:38:00.251325+02:00,0,0,0,616,19,682,36.785,41.245,0,0.3,0,0,0,0.3,28,13.49
2025-12-06T00:39:00.251798+02:00,0,0,0,626,31,675,36.785,41.245,0,0.3,0,0,0,0.3,28,13.49
2025-12-06T00:40:00.252897+02:00,0,0,0,632,21,688,36.785,41.245,0,0.3,0,0,0,0.3,28,13.49
2025-12-06T00:41:00.251937+02:00,0,0,0,693,28,751,33.7,37.86,0,0.4,0,0,0,0.5,27.25,13.4
2025-12-06T00:42:00.250889+02:00,0,0,0,702,27,758,33.7,37.86,0,0.4,0,0,0,0.5,27.25,13.4
2025-12-06T00:43:00.252175+02:00,0,0,0,687,25,738,33.7,37.86,0,0.4,0,0,0,0.5,27.25,13.4
2025-12-06T00:44:00.253052+02:00,0,0,0,681,14,763,33.7,37.86,0,0.4,0,0,0,0.5,27.25,13.4
2025-12-06T00:45:00.251709+02:00,0,0,0,665,31,682,33.7,37.86,0,0.4,0,0,0,0.5,27.25,13.4
2025-12-06T00:46:00.252959+02:00,0,0,0,625,25,685,36.47,40.86,0,0.4,0,0,0,0.5,27,13.385
2025-12-06T00:47:00.251730+02:00,0,0,0,629,25,689,36.47,40.86,0,0.4,0,0,0,0.5,27,13.385
2025-12-06T00:48:00.252663+02:00,0,0,0,626,22,686,36.47,40.86,0,0.4,0,0,0,0.5,27,13.385
2025-12-06T00:49:00.251855+02:00,0,0,0,683,41,713,36.47,40.86,0,0.4,0,0,0,0.5,27,13.385
2025-12-06T00:50:00.252253+02:00,0,0,0,671,31,724,36.47,40.86,0,0.4,0,0,0,0.5,27,13.385
2025-12-06T00:51:00.251717+02:00,0,0,0,688,32,734,36.965,41.46,0,0.5,0,0,0,0.6,27,13.3
