time,ss_pv_power,ss_pv1_power,ss_pv2_power,ss_load_power,ss_grid_ct_power,ss_battery_power,ss_pv1_voltage,ss_pv2_voltage,ss_day_pv_energy,ss_day_load_energy,ss_day_grid_import,ss_day_grid_export,ss_day_battery_charge,ss_day_battery_discharge,ss_battery_soc,battery_temp
2025-11-29T00:01:00.141495+02:00,0,0,0,816,945,-7,2.47,0.835,4.3,23,20.7,0,1.5,1,20,7.9
2025-11-29T00:02:00.132781+02:00,0,0,0,747,828,-3,2.47,0.835,4.3,23,20.7,0,1.5,1,20,7.9
2025-11-29T00:03:00.132109+02:00,0,0,0,744,814,-13,2.47,0.835,4.3,23,20.7,0,1.5,1,20,7.9
2025-11-29T00:04:00.133471+02:00,0,0,0,791,885,-11,2.47,0.835,4.3,23,20.7,0,1.5,1,20,7.9
2025-11-29T00:05:00.132461+02:00,0,0,0,741,865,-8,2.47,0.835,4.3,23,20.7,0,1.5,1,20,7.9
2025-11-29T00:06:00.133779+02:00,0,0,0,743,836,-12,2.47,0.825,0,0,0,0,0,0,20,7.9
2025-11-29T00:07:00.132542+02:00,0,0,0,798,865,16,2.47,0.825,0,0,0,0,0,0,20,7.9
2025-11-29T00:08:00.132459+02:00,0,0,0,802,883,-1,2.47,0.825,0,0,0,0,0,0,20,7.9
2025-11-29T00:09:00.132505+02:00,0,0,0,837,924,-7,2.47,0.825,0,0,0,0,0,0,20,7.9
2025-11-29T00:10:00.132770+02:00,0,0,0,877,944,8,2.47,0.825,0,0,0,0,0,0,20,7.9
2025-11-29T00:11:00.133418+02:00,0,0,0,764,869,-33,2.47,0.84,0,0.1,0.1,0,0,0,20,7.9
2025-11-29T00:12:00.134518+02:00,0,0,0,787,852,6,2.47,0.84,0,0.1,0.1,0,0,0,20,7.9
2025-11-29T00:13:00.132789+02:00,0,0,0,894,970,-12,2.47,0.84,0,0.1,0.1,0,0,0,20,7.9
2025-11-29T00:14:00.133420+02:00,0,0,0,919,991,19,2.47,0.84,0,0.1,0.1,0,0,0,20,7.9
2025-11-29T00:15:00.132146+02:00,0,0,0,848,935,-8,2.47,0.84,0,0.1,0.1,0,0,0,20,7.9
2025-11-29T00:16:00.132432+02:00,0,0,0,906,988,-12,2.42,0.87,0,0.1,0.1,0,0,0,20,7.9
2025-11-29T00:17:00.132492+02:00,0,0,0,866,925,2,2.42,0.87,0,0.1,0.1,0,0,0,20,7.9
2025-11-29T00:18:00.132734+02:00,0,0,0,873,978,-24,2.42,0.87,0,0.1,0.1,0,0,0,20,7.9
2025-11-29T00:19:00.133018+02:00,0,0,0,870,941,-11,2.42,0.87,0,0.1,0.1,0,0,0,20,7.9
2025-11-29T00:20:00.132650+02:00,0,0,0,855,935,-13,2.42,0.87,0,0.1,0.1,0,0,0,20,7.9
2025-11-29T00:21:00.132783+02:00,0,0,0,842,922,-11,2.4,0.875,0,0.2,0.3,0,0,0,20,7.9
2025-11-29T00:22:00.133439+02:00,0,0,0,846,969,-16,2.4,0.875,0,0.2,0.3,0,0,0,20,7.9
2025-11-29T00:23:00.133083+02:00,0,0,0,832,928,14,2.4,0.875,0,0.2,0.3,0,0,0,20,7.9
2025-11-29T00:24:00.132857+02:00,0,0,0,775,888,14,2.4,0.875,0,0.2,0.3,0,0,0,20,7.9
2025-11-29T00:25:00.132680+02:00,0,0,0,827,930,-13,2.4,0.875,0,0.2,0.3,0,0,0,20,7.9
2025-11-29T00:26:00.133707+02:00,0,0,0,794,876,-6,2.46,0.865,0,0.2,0.3,0,0,0,20,7.9
2025-11-29T00:27:00.133205+02:00,0,0,0,808,840,5,2.46,0.865,0,0.2,0.3,0,0,0,20,7.9
2025-11-29T00:28:00.133145+02:00,0,0,0,818,901,-12,2.46,0.865,0,0.2,0.3,0,0,0,20,7.9
2025-11-29T00:29:00.132749+02:00,0,0,0,820,891,12,2.46,0.865,0,0.2,0.3,0,0,0,20,7.9
